EmployeeID,Department,SystemUsageHours,ProductivityScore
4869,Sales,21.79,9.48
3443,HR,31.05,6.62
4040,Legal,3.24,9.14
1916,HR,33.95,2.05
3872,Legal,47.1,7.44
4547,IT,2.21,3.7
1205,Finance,27.2,2.86
3656,Finance,25.79,5.74
1868,Legal,7.25,9.61
3848,IT,29.1,2.75
2177,Marketing,24.48,9.04
1323,Engineering,40.84,9.16
5950,Sales,44.69,5.96
2956,Operations,33.19,2.93
2536,Engineering,41.65,2.81
3317,HR,7.66,6.82
2592,IT,25.5,3.19
3761,HR,8.95,6.09
5325,Finance,4.94,4.28
1424,Legal,5.08,9.78
5838,HR,24.5,1.42
1188,Legal,37.84,4.23
2734,HR,44.58,2.17
4924,Engineering,6.49,8.29
1608,Finance,28.57,5.46
2233,Sales,25.23,4.55
4334,HR,21.94,5.24
5742,HR,27.62,4.48
1567,Marketing,18.8,5.86
3998,Sales,23.65,3.19
2245,Engineering,11.07,2.81
1327,Sales,44.26,4.72
3619,IT,10.22,2.04
5685,Finance,35.88,3.45
1101,Engineering,29.61,9.75
4178,Legal,40.43,6.2
1824,Sales,44.02,5.61
3769,Legal,48.01,4.67
5059,Sales,2.47,6.31
3247,HR,13.54,8.22
4385,Operations,34.51,5.86
2678,HR,44.5,8.81
2205,Marketing,12.62,7.14
4685,Finance,44.06,6.27
3336,Legal,34.45,9.97
3417,Finance,15.97,1.59
4722,Engineering,9.52,2.16
1735,Sales,41.22,5.72
4611,IT,41.2,2.4
4515,Sales,20.14,4.23
4540,Legal,28.76,7.69
3484,Finance,14.85,3.72
3780,HR,43.1,5.52
4899,Sales,43.01,9.35
4820,Engineering,6.12,1.54
5337,Operations,15.64,8.78
4957,Marketing,44.87,7.99
1239,Sales,11.59,6.27
2117,Legal,23.98,9.08
2807,Sales,29.88,7.36
1905,Operations,49,4.34
4005,Legal,1.4,1.04
3778,Legal,45.76,5.23
2381,Sales,14.47,8.65
3417,Engineering,6.33,8.57
5740,Legal,30.12,6.84
4140,Operations,1.61,7.55
3546,Sales,38.38,5.61
5840,Legal,44.66,7.68
4034,Operations,35.97,4.97
2935,IT,18.65,1.24
5757,IT,13.6,8.01
4726,Engineering,24.55,8.39
5828,IT,19.77,9.86
5396,Finance,36.6,8.52
4438,Operations,42.11,9.91
4802,Marketing,8.85,1.56
3587,Operations,13.42,2.42
1580,Legal,14.46,8.68
5153,Operations,5.65,1.87
5781,Sales,21.65,5.71
2703,HR,18.25,9.43
5682,Engineering,39.6,7.27
2593,Marketing,48.8,1.74
4984,HR,46.92,9.62
4041,HR,19.54,1.95
3774,Marketing,28.81,5.04
2404,IT,46.49,9.7
2719,Legal,17.61,5.28
4648,Sales,1.14,4.58
5532,Legal,17.69,4.57
5002,Marketing,41.37,5.06
2063,HR,27.66,8.67
3877,Engineering,17.54,4.26
4303,IT,13.19,4.63
3198,Engineering,22.45,3.87
4398,HR,6.51,2.65
5188,HR,41.29,2.65
3941,Sales,41.35,3.63
1785,HR,44.73,9.76
4481,Engineering,32.92,5.03
4302,Marketing,29.75,9.12
5241,Legal,49.91,9.55
5348,Engineering,45.34,1.61
2731,Engineering,27.69,9.43
1307,Finance,20.17,9.93
4793,HR,1.64,5.02
2010,IT,1.93,1.39
3608,Marketing,8.65,8.57
1881,Operations,3.43,3.51
4750,Marketing,46.87,1.32
1879,Marketing,47,8.26
1279,IT,13.12,7.3
5320,HR,16.56,4.21
3807,Marketing,18.88,6.35
2555,Sales,7.98,6.4
4191,Marketing,2.24,5.72
3658,Marketing,14.71,2.65
1405,Finance,29.54,4.62
4509,Engineering,24.6,1.58
1463,Marketing,24.99,5.57
2224,Sales,21.67,2.96
5720,Sales,20.2,3.96
5323,Finance,9.81,6.76
3816,HR,27.82,2.07
5520,Engineering,17.88,5.25
3523,Operations,39.95,3.44
4725,Finance,19.92,7.66
1302,Operations,25.57,7.75
5395,Finance,30.29,4.6
3275,Marketing,34.23,1.67
4841,Finance,33.64,4.53
5204,Operations,33.97,7.37
4220,Finance,12.98,7.74
2886,Finance,18,3.43
5727,Marketing,33.6,3.27
3940,HR,7.99,4.81
4213,Engineering,37.65,5.34
5784,HR,5.42,6.29
5359,Finance,24.13,1.69
1040,HR,9.43,4.89
3354,Engineering,9.42,2.05
5059,Finance,18.2,5.37
1684,Sales,6.64,1.17
2659,Sales,28.24,8.22
5617,IT,24.28,4.69
5450,Finance,38.17,8.36
2686,Operations,40.5,5.57
4935,Operations,40.58,6.47
1160,Legal,3.48,9.28
1434,Finance,20.55,5.43
4273,Operations,36.09,7.02
4409,IT,3.86,7.52
1115,IT,31.61,2.36
2732,IT,26.25,2.31
4473,Operations,29.21,1.76
3485,Marketing,11.69,6.3
3236,Finance,14.14,6.36
5495,Marketing,47.74,3.46
6000,IT,43.36,8.96
4462,Legal,42.89,7.12
4392,HR,26.76,7.1
2292,Finance,31.37,1.36
4169,HR,45.9,4.52
3994,Finance,15.87,3.65
3769,HR,35.44,7.8
2039,Operations,40.77,6.51
3814,HR,3.04,4.74
5573,Marketing,23.94,6.96
3895,Marketing,6.92,6.6
1055,IT,7.23,2.44
2216,HR,21.69,3.27
5385,Legal,34.49,9.16
1113,Sales,29.61,7.07
2200,Sales,14.73,9.43
1795,Marketing,39.91,1.34
1851,IT,13.37,3.22
2881,Marketing,7.99,9.01
1928,Sales,36.29,9.73
1766,Sales,41.16,9.89
2330,Finance,19.96,2.93
4128,IT,41.24,2.1
3794,Finance,36.6,8.69
3679,Engineering,44.06,7.15
5899,Finance,7.12,4.89
2536,Engineering,44.77,7.66
5608,IT,41.84,1.66
4191,Sales,30.52,4.12
5064,Marketing,31.45,6.99
5471,IT,16.42,2.31
5894,IT,10.67,8.66
2953,HR,34.2,2.91
5819,Operations,12.65,7.06
1117,HR,26.17,4.85
1745,IT,36.76,5.58
2536,Legal,15.32,4.18
1062,IT,29.89,8.93
2822,Marketing,16.53,3.3
2628,Finance,49.94,1.74
2293,Marketing,15.58,4.34
2368,IT,11.29,1.35
3888,Legal,21.76,3.69
4853,Operations,27.81,3.45
4027,Finance,13.05,1.06
2994,Finance,13.1,1.13
5394,HR,30.89,5.74
2784,Finance,10.12,9.83
1915,HR,40.23,2.68
1324,Operations,12.74,6.75
1495,Operations,28.39,9.25
1063,IT,11.18,8.16
4377,Operations,32.82,5.71
3378,Operations,27.37,3.81
2304,Marketing,16.61,3.97
4018,Finance,45.64,9.65
4887,Finance,45.65,5.19
1978,HR,46.49,7.43
3325,HR,46.34,5.68
5136,IT,31.22,3.64
5529,IT,43.62,5.14
4742,Finance,24.06,8.66
4004,Marketing,16.28,2.53
1349,HR,2.7,9.64
1191,HR,23.23,5.71
4186,Engineering,46.12,1.84
5888,Finance,48.16,2.27
1097,Sales,22.24,3.09
4013,Engineering,35.56,8.41
3834,HR,30.17,8.87
4705,Engineering,32.67,1.34
5831,IT,36.89,3.88
2176,Engineering,29.99,6.86
5646,HR,10.64,4.7
5417,Sales,6.58,8.12
3258,Operations,19.62,3.33
4873,Sales,1.14,9.35
3171,Operations,45.49,2.99
4759,IT,9.45,3.75
5011,Operations,49.55,1.07
3356,HR,25.95,1.61
3366,Marketing,10.48,6.88
1411,Legal,22.31,5.95
1543,Engineering,26.01,5.12
5363,Marketing,11.62,3.07
4535,Marketing,11.63,9.69
5618,Marketing,16.51,3.57
5622,Finance,44.28,6.73
1025,Finance,14.97,8.27
1994,Legal,21.18,1.59
5793,Operations,1.05,3.28
4825,IT,27.95,2.69
1943,Legal,6.14,6.73
1079,Engineering,14.64,7.1
2032,Marketing,26.08,3.64
3709,Finance,28.84,2.6
3203,IT,16.73,7.91
4316,Operations,3.04,7.99
5112,Operations,2.18,9.74
1695,IT,35.62,2.43
2907,Finance,28.67,3.84
1773,IT,0.51,1.94
5682,Sales,40.44,5.43
5762,Engineering,29.44,7.07
2244,Engineering,24.58,2.94
3755,HR,42.98,4.4
3863,Marketing,24.56,8.07
4619,Finance,17.46,4.56
4919,Engineering,12.13,3.14
1879,Sales,34.73,7.82
3845,Engineering,11.26,8.02
4300,Sales,1.3,4.12
4538,HR,36.65,9.5
5150,Marketing,4.37,5.01
1873,Sales,34.91,9.17
5161,Finance,39.09,5.96
4045,Legal,9.1,2.7
2853,Sales,19.88,8.18
4200,Finance,2.23,4.29
1720,Marketing,40.27,3.67
5109,Engineering,29.41,1.86
1661,IT,7.43,8.78
3826,HR,19.81,7.78
4244,IT,40.36,1.03
1768,Engineering,1.6,8.79
5047,Legal,35.04,6.74
4179,Sales,48.24,7.52
5841,Sales,38.57,7.72
4663,Operations,10.5,4.89
4682,HR,41.5,4.35
1335,Operations,39.08,2.86
2589,Marketing,45.44,7.56
1332,Marketing,9.44,6.79
3814,Legal,13.88,3.85
2978,Sales,43.84,4.15
1068,Sales,39.36,8.22
4435,IT,25.81,4.08
5221,Finance,32.92,5.68
5442,HR,41.35,6.74
2987,Sales,2.14,7.13
5401,Engineering,33.64,8.16
3924,HR,35.89,2.14
3968,Legal,43.85,2.38
3903,Marketing,10.96,6.86
1064,HR,24,7.49
3114,HR,4.37,8.81
1659,IT,16.2,1.94
4497,IT,15.92,4.09
3525,Legal,18.55,2.97
3606,Finance,9.55,1.11
5878,Sales,8.6,8.6
4493,Legal,25.33,1.91
3725,Finance,34.97,3.54
2361,Marketing,19.02,3.05
1660,Engineering,8.48,5.58
1832,Finance,13.7,6.43
3906,Finance,27.9,6.67
5862,Legal,5.45,9.93
5029,Engineering,30.79,7.53
1935,Marketing,13.16,6.24
1039,Finance,26.16,2.12
2653,Legal,48.92,9.04
5379,Sales,5.48,6.33
3946,Engineering,43.89,1.52
2783,Operations,26.97,1.58
1083,Sales,39.39,7.63
1859,Sales,18.45,5.03
3903,IT,35.74,5.86
1592,IT,37.09,1.73
1629,Marketing,21.33,2.36
3899,Marketing,19.79,8.36
1125,IT,37.49,5.81
4308,Operations,49.7,3.08
4215,Marketing,8.55,6.16
2563,Engineering,24.55,4.22
1369,HR,17.19,7.33
5739,IT,6.38,6.35
1777,Marketing,25.15,5.09
2555,Finance,28.66,5.12
3323,HR,44.14,4.21
1121,IT,18.89,6.9
5609,Legal,16.72,6.8
1478,Legal,31.07,4.74
4783,HR,47.9,4.13
1269,HR,23.06,6.42
5502,Finance,43.05,5.08
2319,Legal,11.14,4.97
1387,Marketing,12.73,4.33
3013,Engineering,14.4,6.8
3997,Operations,20.9,7.89
2537,Sales,4.81,1.02
2453,IT,8.55,4.59
2661,HR,47.98,7.32
5701,HR,42.37,8.09
1768,Marketing,5.48,7.74
2436,Finance,38.34,3.86
3588,Operations,12.87,9.84
4472,Legal,42.08,6.17
3032,Legal,10.99,2.62
4697,Finance,11.65,6.91
2293,Finance,32.93,5.29
2736,Sales,17.91,9.39
2342,Sales,26.57,3.94
4279,Engineering,13.69,2.81
4249,HR,47.78,5.73
4539,Finance,11.64,7.88
4570,IT,26.33,7.86
1501,Sales,14.16,1.92
3822,Sales,10.89,7.99
3733,Finance,43.3,9.77
1588,Marketing,48.12,8.2
3739,Legal,18.01,9.5
5058,IT,15.65,1.15
4649,IT,4.29,3.4
1131,Finance,17.82,5.95
1827,HR,1.9,7.94
5251,IT,45.57,9.48
1964,Marketing,25.96,5.3
5898,IT,38.45,2.93
1080,IT,35.87,5.79
1153,Finance,18.77,6.11
1614,Sales,39.64,2.73
4513,Sales,8.97,9.11
3352,Finance,26.29,4.18
5920,IT,41.76,3.64
2709,Sales,36.81,2.81
3213,HR,15.66,8.67
4530,HR,37.06,7.91
1922,Finance,43.44,8.84
2629,Legal,49.24,9
5260,Sales,18.05,4.92
2137,Finance,16.24,1.59
4485,Legal,12.47,7.87
4090,IT,5.97,9.72
2989,Sales,5.19,5.54
1189,IT,42.03,6.82
1393,Engineering,2.18,6.06
2748,Legal,5.79,6.87
3221,Operations,0.67,4.36
3856,Sales,4.18,4.07
1721,Marketing,15.34,5.57
3070,IT,19.43,4.08
1975,HR,26.93,2.87
3222,Sales,39.51,5.3
4772,Engineering,27.68,6.21
1801,Sales,16.5,4.29
3049,HR,34.48,1.27
1110,Marketing,48.74,7.03
2997,Operations,24.06,1.09
5869,Sales,1.38,1.31
1251,Finance,40.3,1.82
3701,Sales,0.84,4.27
3296,Sales,21.75,2.68
2333,IT,16.52,3.58
2601,Legal,13.28,8.54
5898,Sales,19.83,7.84
5914,Engineering,28.55,7.08
4355,Engineering,32.55,9.88
3124,IT,14.17,1.25
3302,Marketing,41.54,5
4466,Legal,13.97,4.85
5777,IT,33.09,7.11
5853,Legal,6.82,6.21
1257,Marketing,13.68,1.82
3357,Marketing,42.43,8.28
4260,Marketing,39.75,6.56
3425,Operations,13.63,2.66
3325,Engineering,40.08,9.01
5132,Legal,4.48,5.17
4142,Marketing,38.44,5.8
2972,IT,41.74,2.98
5770,Sales,22.61,6.28
5696,Legal,22.79,1.03
5202,Legal,20.76,7.18
5017,Finance,42.86,9.85
2869,Legal,11.65,2.92
1305,Finance,36.91,7.43
1292,IT,21.58,5.7
4227,Marketing,46.14,9.76
2446,Engineering,15.14,1.67
3082,Legal,14.51,2.96
2169,Marketing,12.28,6.35
1888,HR,6.11,7.1
3235,Legal,2.05,6.66
5126,HR,12.28,7.55
5185,Finance,35.5,8.88
3608,Legal,19.24,8.57
3681,Operations,1.59,2.6
2880,Legal,48.99,7.25
3602,IT,14.13,6.3
1281,Sales,1.35,3.14
4012,Marketing,1.52,3.72
3391,Legal,2.88,9.26
3486,Engineering,47.59,5.91
3938,IT,49.99,7.06
1588,IT,36.13,8.64
1965,IT,3.06,3.55
4691,IT,24.63,6.88
5201,Finance,18.39,4.74
4778,HR,2.15,2.81
2460,Operations,0.62,5.93
1527,Finance,38.69,4.45
3790,Engineering,19.06,6.52
5123,HR,2.19,3.87
3358,Marketing,38.39,6.21
5642,Operations,9.11,2.73
5268,IT,40.18,8.86
4784,Marketing,24.72,2.18
4506,Marketing,49.08,3.8
1025,Legal,8.56,2.81
5345,Legal,41.16,5.74
2125,Engineering,9.99,1.75
4781,Marketing,45.36,5.54
5285,Operations,37.64,9.01
2409,Finance,5.46,1.92
4894,IT,45.61,5.13
5304,Sales,34.96,1.75
2411,Sales,3.15,4.76
1413,Finance,12.14,5.44
5881,Legal,15.69,1.47
5479,HR,29.59,9.37
4555,Engineering,49.18,1.32
4574,HR,28.12,2.51
1671,Finance,20.03,8.42
5044,IT,48.67,7.31
3543,Sales,14.28,2.24
3644,HR,28.55,10
3591,Legal,10.57,9.6
5311,IT,3.55,5.71
5018,Operations,49.86,6.16
2632,Sales,17.24,8.82
5856,Engineering,28.5,1.56
3872,Sales,1.54,3.27
5716,Finance,36.07,3.34
1871,Sales,8.28,2.96
3699,Legal,0.95,2.85
1798,Sales,41.19,1.23
3473,Finance,33.12,3.34
3519,Operations,17.48,5.51
5927,Sales,37.96,9.98
4854,Sales,47.6,8.51
1664,Operations,44.84,6.7
1368,Operations,40.24,5.32
4402,Marketing,15.85,1.76
1933,Sales,35.62,2.08
3568,Legal,28.27,2.34
3406,Marketing,37.59,8.48
5466,IT,6.21,5.22
3806,Finance,37.13,7.59
1440,HR,40.18,8.59
4199,Engineering,21.68,2.93
3084,Finance,14.5,5.52
5538,IT,45.99,1.1
5574,Engineering,47.43,8.02
1087,IT,14.8,3.51
1300,Marketing,4.53,6.14
5468,Engineering,45.1,7.16
2099,Sales,27.7,2.05
2068,HR,42.63,5.92
3549,HR,25.88,6.72
2941,Operations,24.33,5.22
4789,Legal,33.84,2.13
2246,Sales,5.21,3.54
2882,Engineering,19.67,4.69
3999,Marketing,41.55,6.13
1739,Marketing,20,5.01
3714,Marketing,7.47,2.4
5158,Operations,7.64,5.27
2135,Legal,47.23,1.94
3122,HR,49.41,1.6
5907,Finance,20.97,1.28
4640,Legal,39.55,9.49
2979,Sales,39,3.82
2971,Operations,18.79,2.6
2167,Operations,37.73,6.88
4423,Sales,19.97,7.27
2763,HR,47.24,6.85
3046,Engineering,18.43,4.74
5236,Sales,22.09,1.21
5944,Engineering,8.87,2.01
2504,IT,35,9.43
5004,IT,44.04,5.95
5257,Legal,22.59,7.53
3501,Finance,27.4,6.16
3577,Operations,34.62,8.99
4642,Sales,19.65,5.29
2458,Operations,11.35,8.51
4217,HR,42.05,2.52
4689,HR,31.05,8.91
5251,IT,25.5,7.86
2976,Finance,2.67,8.63
4190,Legal,31.93,1.07
5814,Legal,46.22,3.09
3595,HR,25,6.07
1600,Marketing,28,6.75
1738,IT,22.31,3.69
4484,Sales,7.3,3.73
3062,Operations,6.1,9.98
4735,Sales,12.66,6.98
4564,Engineering,16.15,6.55
5248,IT,35.62,7.44
3762,Legal,40.23,1.24
5269,HR,20.73,7.42
3699,Sales,21.43,5.2
5231,Operations,40.55,2.79
4949,Operations,32.18,4.16
1736,HR,23.7,7.8
3690,Legal,33.5,6.17
5999,Operations,48.25,6.23
3364,Engineering,8.56,3.28
5799,Sales,39.13,4.58
5544,Legal,46.07,4.31
3581,IT,27.11,6.9
4752,Sales,10.4,8.49
4316,Sales,25.96,5.36
2479,Legal,37.03,6.14
5367,HR,22.15,4.42
3366,Legal,47.84,2.66
5268,Sales,46.57,2.03
4431,IT,16.26,1.7
4702,IT,45.98,6.68
5670,IT,13.13,8.48
4580,Engineering,7.73,4.97
2023,IT,5.1,9.82
4431,HR,34.14,5.6
5752,HR,37.41,7.9
2397,Legal,43.68,6.13
3008,HR,10.04,9.59
2661,Marketing,9.07,5.11
2372,Legal,8.63,8.17
5043,Finance,4.18,6.57
5891,Sales,13.88,2.55
5019,Finance,31.53,4.53
1376,Marketing,6.77,2
1894,Operations,18.52,3.39
5769,Sales,36.85,1.77
5808,Operations,39.79,3.32
2918,Marketing,21.06,4.69
2229,Finance,8.52,2.91
2862,Legal,44.71,2.3
5347,IT,4.04,3.63
1525,Legal,25.55,1.6
4466,Finance,36.86,4.56
4613,IT,1.98,5.57
2025,Marketing,41.25,3.27
5261,HR,17.47,1.7
1266,Operations,3.63,8.72
5250,Marketing,31.47,8.74
3655,Finance,33.97,1.21
3660,Engineering,20.47,1.27
1662,Legal,1.6,9.7
4279,Sales,36.25,3.31
5914,Engineering,36.78,6.15
3341,Operations,49.49,9.91
1282,Legal,37.71,8.1
4997,Engineering,17.24,4.17
3740,Operations,44.72,6.81
2829,IT,0.59,5.99
5212,Engineering,25.85,7.27
4575,Sales,35.29,7.39
3496,Legal,5.48,7.55
5865,Operations,0.61,9.68
5767,Operations,40.88,8.23
2478,Operations,48.08,1.85
5939,Finance,4.48,5.88
4287,Operations,30.37,7.23
5223,Finance,3.94,6.25
5785,Finance,30.86,2.57
3611,Sales,22.25,2.21
2582,Legal,26.41,2
3511,Legal,8.33,2.99
4282,Finance,4.97,3.48
3078,Finance,26.65,7.04
3199,Operations,10.53,3.58
1148,Sales,40.11,4.14
5576,Finance,5.02,2.02
4574,Sales,8.17,7.89
4877,Marketing,28.21,9.07
2339,Operations,38.63,1.86
4780,HR,31.18,3.38
5305,Engineering,47.09,4.24
4699,Sales,41.14,7.43
3236,HR,35.09,6.67
3980,Sales,9.57,8.78
2070,IT,35.07,8.86
2431,Legal,2.38,7.33
2192,Engineering,25.33,9.53
3857,Operations,11.12,3.74
5001,Operations,4.91,4.25
1940,Legal,40.4,2.28
5123,Legal,21.1,8.09
4595,HR,14.63,6.35
2185,Legal,15.54,2.81
4873,Finance,14.12,8.9
1560,Engineering,16.64,1.82
2017,Sales,2.94,5.37
5511,IT,27.71,5.96
3611,IT,0.91,4.6
1015,Operations,45.62,1.89
1440,Engineering,27.89,7.22
1180,Sales,42.15,3.02
3820,Engineering,7.47,7.69
1641,Legal,39.05,9.92
1372,Operations,40.92,5.1
3878,IT,23.84,8.71
3234,HR,21.97,4
1867,HR,34.16,6.77
1546,Marketing,20.3,1.6
1920,Operations,40.33,1.88
1310,HR,3.08,6.75
2684,Marketing,6.51,8.79
4973,IT,49.13,1.69
5115,Sales,46.89,8.89
1274,HR,39.29,7.19
2653,Sales,39.97,5.41
2446,Operations,20.4,6.63
5523,Engineering,26.72,9.11
5421,Finance,21.23,7.38
4881,Finance,13.24,9.65
3463,Marketing,19.15,6.69
1073,HR,16.21,5.43
4026,Finance,8.03,6.28
1316,Sales,44.19,6.28
4867,Marketing,38.72,2.68
1487,Marketing,21.99,6.49
3159,IT,2.83,6.64
1027,IT,30.42,7.07
3101,Engineering,2.27,6.16
4908,Legal,13.07,9.95
1140,IT,10.91,1.24
2465,Finance,2.26,3.76
3376,Marketing,13.18,2.97
5362,Legal,43.65,7.73
2883,Operations,26.04,3.03
1092,Engineering,3.21,1.43
3815,Finance,7.97,7.06
5579,Marketing,18.74,3.09
4335,Finance,22.53,8.55
3984,Finance,11,3.85
3362,Legal,26.11,3.62
4090,HR,24.8,6.33
2150,Marketing,27.78,4.19
3831,Sales,9.56,6.41
2850,HR,17.01,3.56
1805,Legal,42.26,7.44
3997,Finance,13.67,5.44
3329,HR,12.52,5.19
3258,IT,28.32,5.38
3042,Legal,13.36,2.55
5130,Engineering,14.59,5.13
1905,HR,3.85,4.79
4754,HR,41.8,3.73
5725,Operations,19.82,5.73
3176,Marketing,43.88,5.57
3204,Sales,3.19,2.25
2741,Finance,33.76,9.99
1821,Sales,38.54,6.03
4417,HR,47.65,6.8
5051,Engineering,20.99,5.9
5408,Sales,11,3.63
1642,IT,19.28,5.86
4813,Sales,31.73,1.08
2619,Engineering,1.96,4.53
4750,Marketing,45.34,8.31
2888,Sales,10.34,7.92
4089,Finance,44.28,2.61
2346,Marketing,16.18,6.62
5167,HR,36.47,8.62
2403,Marketing,18.36,4.27
2911,Marketing,15.11,4.62
2397,HR,26.27,6.13
1203,Operations,45.22,8.4
1801,HR,0.28,3.02
3335,HR,29.54,9.26
4967,IT,36.54,3.33
2729,Sales,49.2,1.28
2311,Legal,42.02,4.9
4904,HR,48.18,3.47
5773,Sales,20.25,7.4
3453,Finance,2.96,9.17
5820,Engineering,3.03,3.54
5806,Sales,19.79,6.67
3603,Sales,17.72,1.01
4955,Marketing,22.77,6.85
4668,Legal,46.27,3.14
3883,IT,15.51,6.52
4054,Finance,30.72,8.31
1997,HR,49.57,2.5
3907,Operations,29.73,3.57
5812,IT,18.79,6.04
3186,IT,37.31,2.53
2860,Sales,15.68,4.24
2794,IT,12.53,4.95
3733,HR,29.74,2.33
3084,Finance,49.56,8.62
2187,Operations,34.85,4.32
5431,Finance,26.09,8.01
4808,Sales,21.61,6.17
4609,Engineering,1.66,4.95
3212,HR,22.06,9.6
2319,HR,13.03,8.83
5858,Engineering,34.5,7.96
1354,Sales,34.94,5.1
5422,Engineering,2.37,2.23
4902,Marketing,24.33,7.59
4245,Operations,47.1,8.14
4134,Finance,34.36,4.92
1312,Legal,26.78,6.23
4448,IT,49.05,9.69
5131,Marketing,44.81,1.3
5424,Marketing,33.75,7.53
3962,Sales,1.59,3.78
5895,Engineering,23.36,2.1
5732,HR,41.77,6.58
5730,HR,25.85,2.59
2220,Finance,12.05,3.15
2037,Marketing,31.18,5.07
3238,Operations,0.47,3.79
2843,Marketing,48.35,6.29
5476,Marketing,7.14,8.32
4471,Finance,19.23,2.29
5796,Finance,5.19,3.21
5641,IT,16.88,6.49
1084,Engineering,35.37,5.11
3566,Engineering,0.91,8.03
5337,Sales,22.27,7.7
2087,Marketing,10.29,5.21
3055,Sales,37.04,5.47
3052,Operations,12.06,6.11
2440,Operations,23.37,9.22
2918,Legal,13.23,7.96
5138,Sales,27.64,1.48
5571,Legal,9.38,8.74
1585,Finance,38.2,7.03
5942,Operations,19.93,5.95
5166,Sales,24.4,4.41
1720,Marketing,27.86,9.78
1344,Engineering,41.14,2.62
4843,IT,29.38,5
1011,Operations,32.39,8.34
3493,Operations,8.15,5.19
4881,IT,43.22,7.98
4663,Legal,16.87,1.96
2617,HR,46.09,1.5
3192,Operations,40.97,1.19
5787,Engineering,38.82,3.31
2800,Sales,23.78,1.86
1272,Sales,5.56,7.06
5049,Finance,27.49,7.04
5787,Sales,16.96,1.08
4844,Operations,40.55,7.08
2440,Sales,29.54,8.91
2941,Finance,10.04,5.62
2612,HR,47.77,2.72
4435,Marketing,15.6,3.61
4801,IT,13.75,7.23
5428,Engineering,31.04,4.96
1859,Engineering,0.76,2.82
3271,Finance,32.8,8.19
1587,Engineering,22.98,1.99
5193,Legal,38.34,5.51
3221,HR,3.68,7.97
2701,Marketing,8.54,1.88
5744,Operations,26.13,5.09
4294,IT,22.27,1.62
3916,Engineering,11.59,6.72
1675,Legal,31.42,4.54
2186,HR,33.48,7.91
2277,Operations,1.88,2.58
2922,HR,47.25,9.97
1667,HR,9.88,2.53
3785,Operations,15.14,2.85
1362,Finance,36.66,9.31
2170,HR,44.15,3.69
5325,Operations,35.17,8.47
4177,Legal,11.15,7.24
1509,IT,4.09,3.06
3144,Finance,42.18,9.75
4559,Operations,35.78,5.42
4464,Engineering,10.49,2.81
2914,Engineering,18.12,8
5972,IT,21.64,8.76
4955,Legal,18.49,8.62
1253,Marketing,13.44,8.99
2335,IT,29.79,5.37
5287,Operations,33.94,6.99
4202,Sales,49.44,6.53
1757,HR,43.55,4.33
5863,Operations,28.93,1.06
2821,Engineering,26.03,8.61
4213,Sales,33.87,8.34
3519,IT,38.52,7.71
1459,Legal,29.72,1.84
2316,HR,23.47,1.54
1568,Marketing,24.91,8.04
2312,IT,43.97,6.31
3308,Operations,32.02,3.96
5185,HR,13.38,1.89
3743,Sales,17.54,6.13
5006,Operations,16.63,4.92
4271,Operations,7.54,6.48
5408,HR,43.84,7.68
3331,IT,43.9,2.22
2239,IT,6.57,8.63
2268,Engineering,18.42,1.45
2714,Operations,2.71,3.84
1740,HR,8.67,2.63
2814,Operations,10.7,7.34
2725,IT,11.14,2.19
5813,HR,22.56,1.84
5217,IT,35.08,8.92
2250,Marketing,4,7.58
4019,Marketing,14.43,1.52
3428,Legal,33.05,7.94
5571,HR,28.95,4.96
5664,Finance,2.08,5.23
2953,Legal,22.84,9.91
5636,Operations,22.09,1.61
1550,Marketing,6.65,10
2062,Sales,47.91,9.87
1658,Engineering,39.83,4.33
4388,Finance,3.56,8.77
2250,Operations,3.18,1.31
4047,Sales,40.51,4.03
4325,HR,42.49,7.23
5915,Finance,9.28,6.94
4963,Operations,33.25,9.11
4904,Legal,19.42,9.48
1179,IT,6.95,1.32
2395,Finance,17.79,5.83
1219,Legal,39.44,7.86
5510,Finance,2.07,2.16
2240,Marketing,30.87,2.67
2735,Legal,44.95,4.28
1736,IT,30.04,3.1
1449,Sales,12.1,4.61
3528,Marketing,40.86,6.7
3055,Finance,38.38,8.32
4259,Finance,35.86,4.66
4352,Sales,30.65,7.46
5310,Sales,30.63,5.41
2350,Sales,15.69,5.53
3634,Legal,39.91,8.07
1903,Marketing,28.54,8.44
5150,Sales,8.14,8.03
1707,Operations,16.92,5.56
2462,Finance,7.6,4.47
4762,Sales,40.51,3.73
2504,HR,3.62,7.01
1109,Finance,44.92,4.25
3826,Operations,15.07,2.75
1929,HR,3.52,4.81
2445,Finance,0.94,4.3
2149,Legal,13.87,5.45
2463,Sales,41.03,3.51
5841,Marketing,2.79,7.07
4071,Finance,6.56,6.29
1893,Finance,33.75,9.18
4606,IT,25.66,6.37
4065,Legal,8.03,9.35
5780,Sales,14.82,8.66
5068,Marketing,37.56,8.86
1580,Marketing,39.64,2.87
1283,Marketing,32.36,7.87
5283,Operations,22.54,9.91
5107,Legal,13.83,8.04
2993,Engineering,1.28,4.36
3448,HR,19.67,8.73
2343,HR,40.42,8.34
1951,Marketing,3.03,2.11
4928,IT,45.71,7.55
5405,IT,3.57,5.16
2075,HR,37.65,2.74
4707,IT,46.45,2.46
3062,HR,44.49,2.57
1524,HR,45.24,6.23
1446,IT,12.25,1.34
3335,Sales,34.75,9.65
